taxon_id,name,latin,order,family,weighted_records,province_count,base_rarity,range_bonus,iucn_category,iucn_bonus,iucn_trend,rarity_index
4516,林雕,Ictinaetus malaiensis,鹰形目,鹰科,4.3,19,7.7178,1.1029,LC,0.0,Decreasing,8.82
4233,白枕鹤,Antigone vipio,鹤形目,鹤科,6.5,18,7.6037,1.1765,LC,0.0,Unknown,8.78
4814,钝翅苇莺,Acrocephalus concinens,雀形目,苇莺科,2.7,21,7.8180,0.9559,LC,0.0,Stable,8.77
4675,赤红山椒鸟,Pericrocotus speciosus,雀形目,山椒鸟科,15.6,14,7.2799,1.4706,LC,0.0,Unknown,8.75
5088,黑领噪鹛,Pterorhinus pectoralis,雀形目,噪鹛科,3.7,22,7.7544,0.8824,LC,0.0,Decreasing,8.64
5181,橙头地鸫,Geokichla citrina,雀形目,鸫科,5.0,21,7.6769,0.9559,LC,0.0,Decreasing,8.63
4828,苍眉蝗莺,Helopsaltes fasciolatus,雀形目,蝗莺科,49.5,8,6.6872,1.9118,LC,0.0,Stable,8.60
4581,白胸翡翠,Halcyon smyrnensis,佛法僧目,翠鸟科,8.5,20,7.5167,1.0294,LC,0.0,Increasing,8.55
5286,绿背姬鹟,Ficedula elisae,雀形目,鹟科,12.6,18,7.3693,1.1765,LC,0.0,Unknown,8.55
4577,冠鱼狗,Megaceryle lugubris,佛法僧目,翠鸟科,1.9,25,7.8744,0.6618,LC,0.0,Decreasing,8.54
5504,硫黄鹀,Emberiza sulphurata,雀形目,鹀科,56.7,8,6.6055,1.9118,LC,0.0,Stable,8.52
4763,沼泽山雀,Poecile palustris,雀形目,山雀科,27.2,14,7.0172,1.4706,LC,0.0,Decreasing,8.49
4903,叽喳柳莺,Phylloscopus collybita,雀形目,柳莺科,9.9,20,7.4622,1.0294,LC,0.0,Stable,8.49
4906,白眶鹟莺,Phylloscopus intermedius,雀形目,柳莺科,23.4,15,7.0925,1.3971,LC,0.0,Stable,8.49
4146,灰斑鸠,Streptopelia decaocto,鸽形目,鸠鸽科,6.5,22,7.6018,0.8824,LC,0.0,Increasing,8.48
4435,灰背鸥,Larus schistisagus,鸻形目,鸥科,41.7,11,6.7867,1.6912,LC,0.0,Unknown,8.48
5236,白喉林鹟,Cyornis brunneatus,雀形目,鹟科,46.0,15,6.7302,1.3971,VU,0.35,Decreasing,8.48
4150,斑尾鹃鸠,Macropygia unchall,鸽形目,鸠鸽科,49.3,10,6.6890,1.7647,LC,0.0,Decreasing,8.45
4504,黑冠鹃隼,Aviceda leuphotes,鹰形目,鹰科,10.9,20,7.4244,1.0294,LC,0.0,Decreasing,8.45
4911,比氏鹟莺,Phylloscopus valentini,雀形目,柳莺科,16.7,18,7.2503,1.1765,LC,0.0,Decreasing,8.43
5137,欧亚旋木雀,Certhia familiaris,雀形目,旋木雀科,20.1,17,7.1655,1.2500,LC,0.0,Stable,8.42
4472,领鸺鹠,Glaucidium brodiei,鸮形目,鸱鸮科,8.9,22,7.4998,0.8824,LC,0.0,Decreasing,8.38
5296,棕胸蓝姬鹟,Ficedula hyperythra,雀形目,鹟科,38.2,13,6.8356,1.5441,LC,0.0,Decreasing,8.38
5380,家麻雀,Passer domesticus,雀形目,雀科,9.5,22,7.4773,0.8824,LC,0.0,Decreasing,8.36
4878,绿翅短脚鹎,Ixos mcclellandii,雀形目,鹎科,9.8,22,7.4641,0.8824,LC,0.0,Decreasing,8.35
4897,华西柳莺,Phylloscopus occisinensis,雀形目,柳莺科,23.0,17,7.1006,1.2500,LC,0.0,Unknown,8.35
4888,云南柳莺,Phylloscopus yunnanensis,雀形目,柳莺科,14.4,20,7.3127,1.0294,LC,0.0,Stable,8.34
4847,淡色崖沙燕,Riparia diluta,雀形目,燕科,10.2,22,7.4515,0.8824,LC,0.0,Unknown,8.33
5310,蓝额红尾鸲,Phoenicurus frontalis,雀形目,鹟科,18.8,20,7.1978,1.0294,LC,0.0,Stable,8.23
5404,布氏鹨,Anthus godlewskii,雀形目,鹡鸰科,9.2,24,7.4888,0.7353,LC,0.0,Stable,8.22
4492,雕鸮,Bubo bubo,鸮形目,鸱鸮科,1.4,30,7.9140,0.2941,LC,0.0,Decreasing,8.21
4803,黄腹山鹪莺,Prinia flaviventris,雀形目,扇尾莺科,30.9,17,6.9513,1.2500,LC,0.0,Unknown,8.20
4419,棕头鸥,Chroicocephalus brunnicephalus,鸻形目,鸥科,4.0,28,7.7358,0.4412,LC,0.0,Unknown,8.18
5397,粉红胸鹨,Anthus roseatus,雀形目,鹡鸰科,1.7,30,7.8892,0.2941,LC,0.0,Stable,8.18
5156,鹪鹩,Troglodytes troglodytes,雀形目,鹪鹩科,4.2,28,7.7270,0.4412,LC,0.0,Increasing,8.17
4484,长耳鸮,Asio otus,鸮形目,鸱鸮科,9.2,25,7.4881,0.6618,LC,0.0,Decreasing,8.15
4929,华南冠纹柳莺,Phylloscopus goodsoni,雀形目,柳莺科,43.9,15,6.7571,1.3971,LC,0.0,Decreasing,8.15
5208,黑喉鸫,Turdus atrogularis,雀形目,鸫科,19.3,21,7.1844,0.9559,LC,0.0,Decreasing,8.14
4415,三趾鸥,Rissa tridactyla,鸻形目,鸥科,13.5,28,7.3396,0.4412,VU,0.35,Decreasing,8.13
4440,大凤头燕鸥,Thalasseus bergii,鸻形目,鸥科,84.3,10,6.3545,1.7647,LC,0.0,Stable,8.12
4372,勺嘴鹬,Calidris pygmaea,鸻形目,鹬科,327.9,10,5.3485,1.7647,CR,1.0,Decreasing,8.11
5479,黑头鹀,Emberiza melanocephala,雀形目,鹀科,60.1,13,6.5706,1.5441,LC,0.0,Unknown,8.11
4349,青藏沙鸻,Charadrius atrifrons,鸻形目,鸻科,21.3,21,7.1374,0.9559,LC,0.0,Decreasing,8.09
4853,毛脚燕,Delichon urbicum,雀形目,燕科,11.2,25,7.4157,0.6618,LC,0.0,Stable,8.08
5282,紫啸鸫,Myophonus caeruleus,雀形目,鹟科,5.7,28,7.6426,0.4412,LC,0.0,Decreasing,8.08
4923,栗头鹟莺,Phylloscopus castaniceps,雀形目,柳莺科,16.4,23,7.2594,0.8088,LC,0.0,Decreasing,8.07
5324,灰林䳭,Saxicola ferreus,雀形目,鹟科,16.1,23,7.2651,0.8088,LC,0.0,Stable,8.07
4510,秃鹫,Aegypius monachus,鹰形目,鹰科,26.7,22,7.0276,0.8824,NT,0.15,Decreasing,8.06
4220,斑胁田鸡,Zapornia paykullii,鹤形目,秧鸡科,60.1,16,6.5706,1.3235,NT,0.15,Decreasing,8.04
4084,长尾鸭,Clangula hyemalis,雁形目,鸭科,46.5,21,6.7233,0.9559,VU,0.35,Decreasing,8.03
4893,棕眉柳莺,Phylloscopus armandii,雀形目,柳莺科,28.6,21,6.9923,0.9559,LC,0.0,Stable,7.95
4720,松鸦,Garrulus glandarius,雀形目,鸦科,4.2,31,7.7230,0.2206,LC,0.0,Stable,7.94
4227,董鸡,Gallicrex cinerea,鹤形目,秧鸡科,22.3,23,7.1162,0.8088,LC,0.0,Decreasing,7.93
4083,小白额雁,Anser erythropus,雁形目,鸭科,45.3,23,6.7396,0.8088,VU,0.35,Decreasing,7.90
4517,乌雕,Clanga clanga,鹰形目,鹰科,10.4,33,7.4432,0.0735,VU,0.35,Decreasing,7.87
5382,山麻雀,Passer cinnamomeus,雀形目,雀科,9.2,29,7.4904,0.3676,LC,0.0,Stable,7.86
4511,蛇雕,Spilornis cheela,鹰形目,鹰科,17.5,26,7.2299,0.5882,LC,0.0,Decreasing,7.82
4189,小白腰雨燕,Apus nipalensis,夜鹰目,雨燕科,24.2,24,7.0750,0.7353,LC,0.0,Increasing,7.81
4271,黑鹳,Ciconia nigra,鹳形目,鹳科,6.9,31,7.5856,0.2206,LC,0.0,Unknown,7.81
4909,灰冠鹟莺,Phylloscopus tephrocephalus,雀形目,柳莺科,44.7,20,6.7467,1.0294,LC,0.0,Decreasing,7.78
4446,褐翅燕鸥,Onychoprion anaethetus,鸻形目,鸥科,125.7,11,6.0818,1.6912,LC,0.0,Unknown,7.77
4886,淡眉柳莺,Phylloscopus humei,雀形目,柳莺科,26.3,24,7.0343,0.7353,LC,0.0,Decreasing,7.77
4865,黄臀鹎,Pycnonotus xanthorrhous,雀形目,鹎科,40.6,21,6.8014,0.9559,LC,0.0,Stable,7.76
4216,灰胸秧鸡,Lewinia striata,鹤形目,秧鸡科,84.1,15,6.3561,1.3971,LC,0.0,Unknown,7.75
4381,斑胸滨鹬,Calidris melanotos,鸻形目,鹬科,97.3,14,6.2590,1.4706,LC,0.0,Unknown,7.73
4101,赤嘴潜鸭,Netta rufina,雁形目,鸭科,18.8,27,7.1966,0.5147,LC,0.0,Stable,7.71
5485,三道眉草鹀,Emberiza cioides,雀形目,鹀科,14.0,29,7.3257,0.3676,LC,0.0,Stable,7.69
4698,黑枕王鹟,Hypothymis azurea,雀形目,王鹟科,105.4,14,6.2045,1.4706,LC,0.0,Decreasing,7.68
5470,红交嘴雀,Loxia curvirostra,雀形目,燕雀科,27.4,25,7.0135,0.6618,LC,0.0,Decreasing,7.68
4759,杂色山雀,Sittiparus varius,雀形目,山雀科,235.3,6,5.6147,2.0588,LC,0.0,Decreasing,7.67
5304,赭红尾鸲,Phoenicurus ochruros,雀形目,鹟科,47.5,21,6.7120,0.9559,LC,0.0,Increasing,7.67
5207,赤胸鸫,Turdus chrysolaus,雀形目,鸫科,165.7,10,5.8816,1.7647,LC,0.0,Decreasing,7.65
4205,北棕腹鹰鹃,Hierococcyx hyperythrus,鹃形目,杜鹃科,51.0,21,6.6701,0.9559,LC,0.0,Decreasing,7.63
4832,北蝗莺,Helopsaltes ochotensis,雀形目,蝗莺科,228.5,7,5.6374,1.9853,LC,0.0,Unknown,7.62
4092,中华秋沙鸭,Mergus squamatus,雁形目,鸭科,69.1,27,6.4831,0.5147,EN,0.6,Decreasing,7.60
5004,栗颈凤鹛,Staphida torqueola,雀形目,绣眼鸟科,68.3,19,6.4900,1.1029,LC,0.0,Decreasing,7.59
4672,灰喉山椒鸟,Pericrocotus solaris,雀形目,山椒鸟科,70.0,19,6.4749,1.1029,LC,0.0,Decreasing,7.58
4221,红脚田鸡,Zapornia akool,鹤形目,秧鸡科,103.2,16,6.2188,1.3235,LC,0.0,Unknown,7.54
4921,堪察加柳莺,Phylloscopus examinandus,雀形目,柳莺科,247.8,8,5.5741,1.9118,LC,0.0,Stable,7.49
5012,日本绣眼鸟,Zosterops japonicus,雀形目,绣眼鸟科,304.0,6,5.4104,2.0588,LC,0.0,Unknown,7.47
4677,琉球山椒鸟,Pericrocotus tegimae,雀形目,山椒鸟科,290.7,7,5.4466,1.9853,LC,0.0,Increasing,7.43
5209,赤颈鸫,Turdus ruficollis,雀形目,鸫科,33.7,27,6.9046,0.5147,LC,0.0,Unknown,7.42
4343,剑鸻,Charadrius hiaticula,鸻形目,鸻科,146.2,15,5.9736,1.3971,LC,0.0,Stable,7.37
4384,长嘴半蹼鹬,Limnodromus scolopaceus,鸻形目,鹬科,113.9,18,6.1508,1.1765,LC,0.0,Decreasing,7.33
4854,烟腹毛脚燕,Delichon dasypus,雀形目,燕科,22.8,31,7.1042,0.2206,LC,0.0,Increasing,7.32
4998,灰头鸦雀,Psittiparus gularis,雀形目,鸦雀科,127.3,17,6.0728,1.2500,LC,0.0,Unknown,7.32
4177,白喉针尾雨燕,Hirundapus caudacutus,夜鹰目,雨燕科,27.2,30,7.0172,0.2941,LC,0.0,Stable,7.31
5226,褐胸鹟,Muscicapa muttui,雀形目,鹟科,68.3,23,6.4902,0.8088,LC,0.0,Decreasing,7.30
4069,大天鹅,Cygnus cygnus,雁形目,鸭科,64.5,24,6.5268,0.7353,LC,0.0,Increasing,7.26
5312,白顶溪鸲,Phoenicurus leucocephalus,雀形目,鹟科,58.6,25,6.5857,0.6618,LC,0.0,Stable,7.25
4286,黑苇鳽,Ixobrychus flavicollis,鹈形目,鹭科,116.3,19,6.1364,1.1029,LC,0.0,Unknown,7.24
4466,草鸮,Tyto longimembris,鸮形目,草鸮科,195.8,14,5.7564,1.4706,LC,0.0,Decreasing,7.23
4527,松雀鹰,Accipiter virgatus,鹰形目,鹰科,39.0,29,6.8246,0.3676,LC,0.0,Decreasing,7.19
4912,淡尾鹟莺,Phylloscopus soror,雀形目,柳莺科,80.9,23,6.3817,0.8088,LC,0.0,Decreasing,7.19
4243,红喉潜鸟,Gavia stellata,潜鸟目,潜鸟科,315.4,10,5.3804,1.7647,LC,0.0,Decreasing,7.15
4223,小田鸡,Zapornia pusilla,鹤形目,秧鸡科,49.4,28,6.6882,0.4412,LC,0.0,Unknown,7.13
4219,红胸田鸡,Zapornia fusca,鹤形目,秧鸡科,58.9,27,6.5825,0.5147,LC,0.0,Unknown,7.10
5174,北椋鸟,Agropsar sturninus,雀形目,椋鸟科,26.7,33,7.0265,0.0735,LC,0.0,Unknown,7.10
4329,蛎鹬,Haematopus ostralegus,鸻形目,蛎鹬科,215.0,17,5.6846,1.2500,NT,0.15,Decreasing,7.08
4087,斑脸海番鸭,Melanitta stejnegeri,雁形目,鸭科,132.5,20,6.0445,1.0294,LC,0.0,Decreasing,7.07
5176,灰背椋鸟,Sturnia sinensis,雀形目,椋鸟科,133.2,20,6.0403,1.0294,LC,0.0,Stable,7.07
4142,黑林鸽,Columba janthina,鸽形目,鸠鸽科,540.6,5,4.9238,2.1324,LC,0.0,Stable,7.06
4322,绿背鸬鹚,Phalacrocorax capillatus,鲣鸟目,鸬鹚科,351.6,10,5.2909,1.7647,LC,0.0,Unknown,7.06
4872,白喉红臀鹎,Pycnonotus aurigaster,雀形目,鹎科,228.8,15,5.6365,1.3971,LC,0.0,Decreasing,7.03
4426,遗鸥,Ichthyaetus relictus,鸻形目,鸥科,130.8,21,6.0538,0.9559,LC,0.0,Unknown,7.01
4819,厚嘴苇莺,Arundinax aedon,雀形目,苇莺科,73.7,28,6.4418,0.4412,LC,0.0,Decreasing,6.88
4098,棉凫,Nettapus coromandelianus,雁形目,鸭科,77.4,28,6.4108,0.4412,LC,0.0,Unknown,6.85
5258,日本歌鸲,Larvivora akahige,雀形目,鹟科,293.7,15,5.4382,1.3971,LC,0.0,Decreasing,6.84
5393,北鹨,Anthus gustavi,雀形目,鹡鸰科,310.2,15,5.3939,1.3971,LC,0.0,Stable,6.79
4104,青头潜鸭,Aythya baeri,雁形目,鸭科,308.3,29,5.3989,0.3676,CR,1.0,Decreasing,6.77
4741,达乌里寒鸦,Corvus dauuricus,雀形目,鸦科,62.2,31,6.5490,0.2206,LC,0.0,Stable,6.77
5311,红尾水鸲,Phoenicurus fuliginosus,雀形目,鹟科,70.3,30,6.4723,0.2941,LC,0.0,Stable,6.77
4310,白斑军舰鸟,Fregata ariel,鲣鸟目,军舰鸟科,301.2,16,5.4180,1.3235,LC,0.0,Decreasing,6.74
4928,冠纹柳莺,Phylloscopus claudiae,雀形目,柳莺科,116.8,26,6.1337,0.5882,LC,0.0,Decreasing,6.72
4126,角䴙䴘,Podiceps auritus,䴙䴘目,䴙䴘科,257.2,23,5.5445,0.8088,VU,0.35,Decreasing,6.70
4244,黑喉潜鸟,Gavia arctica,潜鸟目,潜鸟科,385.2,14,5.2150,1.4706,LC,0.0,Decreasing,6.69
4882,栗耳短脚鹎,Hypsipetes amaurotis,雀形目,鹎科,424.2,13,5.1335,1.5441,LC,0.0,Increasing,6.68
5215,宝兴歌鸫,Turdus mupinensis,雀形目,鸫科,123.2,26,6.0962,0.5882,LC,0.0,Unknown,6.68
4285,栗苇鳽,Ixobrychus cinnamomeus,鹈形目,鹭科,113.3,27,6.1548,0.5147,LC,0.0,Unknown,6.67
4582,蓝翡翠,Halcyon pileata,佛法僧目,翠鸟科,138.6,30,6.0123,0.2941,VU,0.35,Decreasing,6.66
4880,栗背短脚鹎,Hemixos castanonotus,雀形目,鹎科,214.0,21,5.6884,0.9559,LC,0.0,Increasing,6.64
4209,东方中杜鹃,Cuculus optatus,鹃形目,杜鹃科,273.0,19,5.4970,1.1029,LC,0.0,Decreasing,6.60
4427,渔鸥,Ichthyaetus ichthyaetus,鸻形目,鸥科,101.1,29,6.2327,0.3676,LC,0.0,Unknown,6.60
4918,库页岛柳莺,Phylloscopus borealoides,雀形目,柳莺科,648.3,9,4.7624,1.8382,LC,0.0,Decreasing,6.60
4307,卷羽鹈鹕,Pelecanus crispus,鹈形目,鹈鹕科,197.6,25,5.7495,0.6618,NT,0.15,Decreasing,6.56
4656,仙八色鸫,Pitta nympha,雀形目,八色鸫科,474.1,18,5.0381,1.1765,VU,0.35,Decreasing,6.56
4353,彩鹬,Rostratula benghalensis,鸻形目,彩鹬科,185.4,24,5.7979,0.7353,LC,0.0,Unknown,6.53
4914,双斑绿柳莺,Phylloscopus plumbeitarsus,雀形目,柳莺科,127.7,28,6.0706,0.4412,LC,0.0,Decreasing,6.51
4208,中杜鹃,Cuculus saturatus,鹃形目,杜鹃科,107.8,30,6.1888,0.2941,LC,0.0,Decreasing,6.48
4280,彩鹮,Plegadis falcinellus,鹈形目,鹮科,198.8,24,5.7448,0.7353,LC,0.0,Stable,6.48
5496,红颈苇鹀,Emberiza yessoensis,雀形目,鹀科,317.7,21,5.3745,0.9559,NT,0.15,Decreasing,6.48
4181,短嘴金丝燕,Aerodramus brevirostris,夜鹰目,雨燕科,291.9,20,5.4433,1.0294,LC,0.0,Stable,6.47
4829,斑背大尾莺,Helopsaltes pryeri,雀形目,蝗莺科,417.1,16,5.1477,1.3235,NT,0.0,Increasing,6.47
4620,棕腹啄木鸟,Dendrocopos hyperythrus,啄木鸟目,啄木鸟科,144.9,28,5.9798,0.4412,LC,0.0,Decreasing,6.42
5497,芦鹀,Emberiza schoeniclus,雀形目,鹀科,197.8,25,5.7487,0.6618,LC,0.0,Decreasing,6.41
4830,小蝗莺,Helopsaltes certhiola,雀形目,蝗莺科,114.7,31,6.1459,0.2206,LC,0.0,Decreasing,6.37
5011,红胁绣眼鸟,Zosterops erythropleurus,雀形目,绣眼鸟科,103.2,32,6.2186,0.1471,LC,0.0,Decreasing,6.37
4195,红翅凤头鹃,Clamator coromandus,鹃形目,杜鹃科,217.3,25,5.6767,0.6618,LC,0.0,Decreasing,6.34
4352,东方鸻,Charadrius veredus,鸻形目,鸻科,216.2,25,5.6805,0.6618,LC,0.0,Stable,6.34
4633,灰背隼,Falco columbarius,隼形目,隼科,163.8,28,5.8900,0.4412,LC,0.0,Stable,6.33
4378,小滨鹬,Calidris minuta,鸻形目,鹬科,122.1,31,6.1020,0.2206,LC,0.0,Increasing,6.32
4750,方尾鹟,Culicicapa ceylonensis,雀形目,玉鹟科,182.5,27,5.8095,0.5147,LC,0.0,Decreasing,6.32
4833,矛斑蝗莺,Locustella lanceolata,雀形目,蝗莺科,221.5,25,5.6617,0.6618,LC,0.0,Unknown,6.32
4306,黄嘴白鹭,Egretta eulophotes,鹈形目,鹭科,807.0,15,4.5631,1.3971,VU,0.35,Decreasing,6.31
4485,短耳鸮,Asio flammeus,鸮形目,鸱鸮科,112.6,32,6.1591,0.1471,LC,0.0,Decreasing,6.31
4743,秃鼻乌鸦,Corvus frugilegus,雀形目,鸦科,192.1,27,5.7708,0.5147,LC,0.0,Decreasing,6.29
4284,紫背苇鳽,Ixobrychus eurhythmus,鹈形目,鹭科,183.2,28,5.8069,0.4412,LC,0.0,Decreasing,6.25
5476,铁爪鹀,Calcarius lapponicus,雀形目,铁爪鹀科,351.5,21,5.2913,0.9559,LC,0.0,Decreasing,6.25
5332,太平鸟,Bombycilla garrulus,雀形目,太平鸟科,355.7,21,5.2814,0.9559,LC,0.0,Decreasing,6.24
5294,红胸姬鹟,Ficedula parva,雀形目,鹟科,252.5,25,5.5590,0.6618,LC,0.0,Increasing,6.22
4756,煤山雀,Periparus ater,雀形目,山雀科,196.0,28,5.7555,0.4412,LC,0.0,Stable,6.20
4925,黑眉柳莺,Phylloscopus ricketti,雀形目,柳莺科,318.1,23,5.3733,0.8088,LC,0.0,Decreasing,6.18
4093,红胸秋沙鸭,Mergus serrator,雁形目,鸭科,186.3,29,5.7939,0.3676,LC,0.0,Stable,6.16
4860,领雀嘴鹎,Spizixos semitorques,雀形目,鹎科,298.5,24,5.4251,0.7353,LC,0.0,Decreasing,6.16
5499,黄胸鹀,Emberiza aureola,雀形目,鹀科,590.8,30,4.8455,0.2941,CR,1.0,Decreasing,6.14
4210,小杜鹃,Cuculus poliocephalus,鹃形目,杜鹃科,195.1,29,5.7592,0.3676,LC,0.0,Decreasing,6.13
4383,半蹼鹬,Limnodromus semipalmatus,鸻形目,鹬科,312.1,25,5.3891,0.6618,NT,0.075,Unknown,6.13
4724,红嘴蓝鹊,Urocissa erythroryncha,雀形目,鸦科,217.7,28,5.6752,0.4412,LC,0.0,Stable,6.12
5392,山鹡鸰,Dendronanthus indicus,雀形目,鹡鸰科,202.0,29,5.7326,0.3676,LC,0.0,Decreasing,6.10
4363,大滨鹬,Calidris tenuirostris,鸻形目,鹬科,969.4,19,4.3919,1.1029,EN,0.6,Decreasing,6.09
4161,红翅绿鸠,Treron sieboldii,鸽形目,鸠鸽科,711.2,15,4.6788,1.3971,LC,0.0,Decreasing,6.08
4365,流苏鹬,Calidris pugnax,鸻形目,鹬科,142.7,33,5.9912,0.0735,LC,0.0,Decreasing,6.06
4089,鹊鸭,Bucephala clangula,雁形目,鸭科,195.7,30,5.7569,0.2941,LC,0.0,Stable,6.05
4364,红腹滨鹬,Calidris canutus,鸻形目,鹬科,536.5,21,4.9304,0.9559,NT,0.15,Decreasing,6.04
4545,灰脸鵟鹰,Butastur indicus,鹰形目,鹰科,228.1,29,5.6391,0.3676,LC,0.0,Decreasing,6.01
4744,小嘴乌鸦,Corvus corone,雀形目,鸦科,157.2,33,5.9204,0.0735,LC,0.0,Stable,5.99
4079,鸿雁,Anser cygnoides,雁形目,鸭科,296.6,27,5.4304,0.5147,LC,0.0,Unknown,5.95
4090,斑头秋沙鸭,Mergellus albellus,雁形目,鸭科,269.9,28,5.5062,0.4412,LC,0.0,Unknown,5.95
4393,红颈瓣蹼鹬,Phalaropus lobatus,鸻形目,鹬科,192.2,32,5.7707,0.1471,LC,0.0,Decreasing,5.92
4357,小杓鹬,Numenius minutus,鸻形目,鹬科,444.6,23,5.0934,0.8088,LC,0.0,Decreasing,5.90
4390,大沙锥,Gallinago megala,鸻形目,鹬科,313.0,27,5.3868,0.5147,LC,0.0,Unknown,5.90
4894,巨嘴柳莺,Phylloscopus schwarzi,雀形目,柳莺科,222.1,31,5.6594,0.2206,LC,0.0,Decreasing,5.88
4344,长嘴剑鸻,Charadrius placidus,鸻形目,鸻科,186.5,33,5.7932,0.0735,LC,0.0,Unknown,5.87
5420,普通朱雀,Carpodacus erythrinus,雀形目,燕雀科,203.6,32,5.7266,0.1471,LC,0.0,Decreasing,5.87
4237,灰鹤,Grus grus,鹤形目,鹤科,206.8,32,5.7146,0.1471,LC,0.0,Increasing,5.86
5317,白喉矶鸫,Monticola gularis,雀形目,鹟科,309.2,28,5.3966,0.4412,LC,0.0,Decreasing,5.84
4529,苍鹰,Accipiter gentilis,鹰形目,鹰科,239.0,31,5.6024,0.2206,LC,0.0,Unknown,5.82
4202,大鹰鹃,Hierococcyx sparverioides,鹃形目,杜鹃科,248.1,31,5.5732,0.2206,LC,0.0,Decreasing,5.79
4747,大嘴乌鸦,Corvus macrorhynchos,雀形目,鸦科,205.3,33,5.7202,0.0735,LC,0.0,Decreasing,5.79
4359,大杓鹬,Numenius madagascariensis,鸻形目,鹬科,1069.0,22,4.2991,0.8824,EN,0.6,Decreasing,5.78
4716,楔尾伯劳,Lanius sphenocercus,雀形目,伯劳科,331.5,28,5.3395,0.4412,LC,0.0,Stable,5.78
4547,大鵟,Buteo hemilasius,鹰形目,鹰科,365.8,27,5.2582,0.5147,LC,0.0,Stable,5.77
5409,黄头鹡鸰,Motacilla citreola,雀形目,鹡鸰科,215.6,33,5.6825,0.0735,LC,0.0,Increasing,5.76
4526,日本松雀鹰,Accipiter gularis,鹰形目,鹰科,261.5,31,5.5313,0.2206,LC,0.0,Stable,5.75
4701,寿带,Terpsiphone incei,雀形目,王鹟科,376.6,27,5.2339,0.5147,LC,0.0,Stable,5.75
4360,斑尾塍鹬,Limosa lapponica,鸻形目,鹬科,640.2,23,4.7737,0.8088,NT,0.15,Decreasing,5.73
4632,红脚隼,Falco amurensis,隼形目,隼科,247.1,32,5.5761,0.1471,LC,0.0,Stable,5.72
4881,黑短脚鹎,Hypsipetes leucocephalus,雀形目,鹎科,558.9,23,4.8945,0.8088,LC,0.0,Decreasing,5.70
5417,锡嘴雀,Coccothraustes coccothraustes,雀形目,燕雀科,475.3,25,5.0360,0.6618,LC,0.0,Increasing,5.70
4196,噪鹃,Eudynamys scolopaceus,鹃形目,杜鹃科,311.3,30,5.3910,0.2941,LC,0.0,Stable,5.69
5182,白眉地鸫,Geokichla sibirica,雀形目,鸫科,487.2,25,5.0146,0.6618,LC,0.0,Decreasing,5.68
4437,小黑背银鸥,Larus fuscus,鸻形目,鸥科,418.9,27,5.1441,0.5147,LC,0.0,Increasing,5.66
4534,鹊鹞,Circus melanoleucos,鹰形目,鹰科,323.0,30,5.3609,0.2941,LC,0.0,Decreasing,5.66
4502,凤头蜂鹰,Pernis ptilorhynchus,鹰形目,鹰科,232.9,34,5.6225,0.0000,LC,0.0,Decreasing,5.62
4439,红嘴巨燕鸥,Hydroprogne caspia,鸻形目,鸥科,461.2,27,5.0618,0.5147,LC,0.0,Increasing,5.58
4846,崖沙燕,Riparia riparia,雀形目,燕科,271.6,33,5.5012,0.0735,LC,0.0,Decreasing,5.57
4525,赤腹鹰,Accipiter soloensis,鹰形目,鹰科,397.4,29,5.1886,0.3676,LC,0.0,Decreasing,5.56
5505,栗鹀,Emberiza rutila,雀形目,鹀科,456.6,28,5.0704,0.4412,LC,0.0,Unknown,5.51
4062,鹌鹑,Coturnix japonica,鸡形目,雉科,508.4,29,4.9774,0.3676,NT,0.15,Decreasing,5.50
4421,黑嘴鸥,Saundersilarus saundersi,鸻形目,鸥科,1601.8,17,3.9043,1.2500,VU,0.35,Decreasing,5.50
5419,黑头蜡嘴雀,Eophona personata,雀形目,燕雀科,548.4,26,4.9112,0.5882,LC,0.0,Stable,5.50
4274,东方白鹳,Ciconia boyciana,鹳形目,鹳科,781.7,30,4.5923,0.2941,EN,0.6,Decreasing,5.49
4078,灰雁,Anser anser,雁形目,鸭科,365.8,31,5.2582,0.2206,LC,0.0,Increasing,5.48
4729,灰树鹊,Dendrocitta formosae,雀形目,鸦科,660.5,24,4.7457,0.7353,LC,0.0,Decreasing,5.48
4864,红耳鹎,Pycnonotus jocosus,雀形目,鹎科,1085.6,18,4.2844,1.1765,LC,0.0,Decreasing,5.46
4951,鳞头树莺,Urosphena squameiceps,雀形目,树莺科,529.7,27,4.9417,0.5147,LC,0.0,Decreasing,5.46
4676,灰山椒鸟,Pericrocotus divaricatus,雀形目,山椒鸟科,530.8,27,4.9399,0.5147,LC,0.0,Decreasing,5.45
4238,白头鹤,Grus monacha,鹤形目,鹤科,809.2,22,4.5605,0.8824,VU,0.0,Increasing,5.44
4702,紫寿带,Terpsiphone atrocaudata,雀形目,王鹟科,1405.1,15,4.0342,1.3971,LC,0.0,Stable,5.43
4692,灰卷尾,Dicrurus leucophaeus,雀形目,卷尾科,473.3,29,5.0395,0.3676,LC,0.0,Unknown,5.41
4374,三趾滨鹬,Calidris alba,鸻形目,鹬科,671.0,25,4.7314,0.6618,LC,0.0,Decreasing,5.39
5180,紫翅椋鸟,Sturnus vulgaris,雀形目,椋鸟科,313.1,34,5.3865,0.0000,LC,0.0,Decreasing,5.39
4186,白腰雨燕,Apus pacificus,夜鹰目,雨燕科,315.3,34,5.3807,0.0000,LC,0.0,Stable,5.38
